 layer     x     y   occupancy           %    capacity
     0     9     2          65      45.139         144
     0     9     3          66      45.833         144
     0     9     4          67      46.528         144
     0     9     5          70      48.611         144
     0     9     6          68      47.222         144
     0     9     7          72      50.000         144
     0     9     8          77      53.472         144
     0     9     9          81      56.250         144
     0     9    10          89      61.806         144
     0     9    11          93      64.583         144
     0     9    12         100      69.444         144
     0     9    13         102      70.833         144
     0     9    14          94      65.278         144
     0     9    15          85      59.028         144
     0     9    16          63      43.750         144
     0     9    17          47      32.639         144
     0     9    18           0       0.000           0
     0    10     0           0       0.000           0
     0    10     1          50      34.722         144
     0    10     2          59      40.972         144
     0    10     3          59      40.972         144
     0    10     4          69      47.917         144
     0    10     5          72      50.000         144
     0    10     6          69      47.917         144
     0    10     7          81      56.250         144
     0    10     8          81      56.250         144
     0    10     9          85      59.028         144
     0    10    10          88      61.111         144
     0    10    11          84      58.333         144
     0    10    12          86      59.722         144
     0    10    13          90      62.500         144
     0    10    14          88      61.111         144
     0    10    15          86      59.722         144
     0    10    16          74      51.389         144
     0    10    17          52      36.111         144
     0    10    18           0       0.000           0
     0    11     0           0       0.000           0
     0    11     1          48      33.333         144
     0    11     2          52      36.111         144
     0    11     3          65      45.139         144
     0    11     4          68      47.222         144
     0    11     5          72      50.000         144
     0    11     6          70      48.611         144
     0    11     7          68      47.222         144
     0    11     8          69      47.917         144
     0    11     9          70      48.611         144
     0    11    10          75      52.083         144
     0    11    11          79      54.861         144
     0    11    12          87      60.417         144
     0    11    13          96      66.667         144
     0    11    14          90      62.500         144
     0    11    15          78      54.167         144
     0    11    16          66      45.833         144
     0    11    17          41      28.472         144
     0    11    18           0       0.000           0
     0    12     0           0       0.000           0
     0    12     1          55      38.194         144
     0    12     2          66      45.833         144
     0    12     3          67      46.528         144
     0    12     4          66      45.833         144
     0    12     5          66      45.833         144
     0    12     6          59      40.972         144
     0    12     7          58      40.278         144
     0    12     8          63      43.750         144
     0    12     9          66      45.833         144
     0    12    10          72      50.000         144
     0    12    11          76      52.778         144
     0    12    12          76      52.778         144
     0    12    13          80      55.556         144
     0    12    14          72      50.000         144
     0    12    15          69      47.917         144
     0    12    16          58      40.278         144
     0    12    17          42      29.167         144
     0    12    18           0       0.000           0
     0    13     0           0       0.000           0
     0    13     1          47      32.639         144
     0    13     2          61      42.361         144
     0    13     3          70      48.611         144
     0    13     4          77      53.472         144
     0    13     5          80      55.556         144
     0    13     6          70      48.611         144
     0    13     7          60      41.667         144
     0    13     8          57      39.583         144
     0    13     9          58      40.278         144
     0    13    10          66      45.833         144
     0    13    11          70      48.611         144
     0    13    12          74      51.389         144
     0    13    13          76      52.778         144
     0    13    14          67      46.528         144
     0    13    15          56      38.889         144
     0    13    16          43      29.861         144
     0    13    17          31      21.528         144
     0    13    18           0       0.000           0
     0    14     0           0       0.000           0
     0    14     1          63      43.750         144
     0    14     2          82      56.944         144
     0    14     3          90      62.500         144
     0    14     4          90      62.500         144
     0    14     5          88      61.111         144
     0    14     6          80      55.556         144
     0    14     7          76      52.778         144
     0    14     8          73      50.694         144
     0    14     9          72      50.000         144
     0    14    10          70      48.611         144
     0    14    11          71      49.306         144
     0    14    12          70      48.611         144
     0    14    13          70      48.611         144
     0    14    14          63      43.750         144
     0    14    15          55      38.194         144
     0    14    16          45      31.250         144
     0    14    17          36      25.000         144
     0    14    18           0       0.000           0
     0    15     0           0       0.000           0
     0    15     1          48      33.333         144
     0    15     2          63      43.750         144
     0    15     3          75      52.083         144
     0    15     4          84      58.333         144
     0    15     5          87      60.417         144
     0    15     6          79      54.861         144
     0    15     7          67      46.528         144
     0    15     8          55      38.194         144
     0    15     9          49      34.028         144
     0    15    10          47      32.639         144
     0    15    11          45      31.250         144
     0    15    12          43      29.861         144
     0    15    13          44      30.556         144
     0    15    14          44      30.556         144
     0    15    15          42      29.167         144
     0    15    16          45      31.250         144
     0    15    17          40      27.778         144
     0    15    18           0       0.000           0
     0    16     0           0       0.000           0
     0    16     1          57      39.583         144
     0    16     2          67      46.528         144
     0    16     3          77      53.472         144
     0    16     4          81      56.250         144
     0    16     5          78      54.167         144
     0    16     6          71      49.306         144
     0    16     7          60      41.667         144
     0    16     8          49      34.028         144
     0    16     9          37      25.694         144
     0    16    10          31      21.528         144
     0    16    11          25      17.361         144
     0    16    12          25      17.361         144
     0    16    13          32      22.222         144
     0    16    14          29      20.139         144
     0    16    15          28      19.444         144
     0    16    16          29      20.139         144
     0    16    17          26      18.056         144
     0    16    18           0       0.000           0
     0    17     0           0       0.000           0
     0    17     1          54      37.500         144
     0    17     2          68      47.222         144
     0    17     3          82      56.944         144
     0    17     4          84      58.333         144
     0    17     5          87      60.417         144
     0    17     6          80      55.556         144
     0    17     7          65      45.139         144
     0    17     8          54      37.500         144
     0    17     9          52      36.111         144
     0    17    10          52      36.111         144
     0    17    11          47      32.639         144
     0    17    12          49      34.028         144
     0    17    13          46      31.944         144
     0    17    14          37      25.694         144
     0    17    15          36      25.000         144
     0    17    16          34      23.611         144
     0    17    17          35      24.306         144
     0    17    18           0       0.000           0
