 layer     x     y   occupancy           %    capacity
     0     6    13         103      71.528         144
     0     6    14          95      65.972         144
     0     6    15          93      64.583         144
     0     6    16          65      45.139         144
     0     6    17          72      50.000         144
     0     7     0          71      49.306         144
     0     7     1          36      25.000         144
     0     7     2          50      34.722         144
     0     7     3          46      31.944         144
     0     7     4          64      44.444         144
     0     7     5          73      50.694         144
     0     7     6          89      61.806         144
     0     7     7          82      56.944         144
     0     7     8          99      68.750         144
     0     7     9         107      74.306         144
     0     7    10          90      62.500         144
     0     7    11          93      64.583         144
     0     7    12         101      70.139         144
     0     7    13         101      70.139         144
     0     7    14         107      74.306         144
     0     7    15          91      63.194         144
     0     7    16          67      46.528         144
     0     7    17          73      50.694         144
     0     8     0          78      54.167         144
     0     8     1          52      36.111         144
     0     8     2          63      43.750         144
     0     8     3          56      38.889         144
     0     8     4          70      48.611         144
     0     8     5          75      52.083         144
     0     8     6          83      57.639         144
     0     8     7          86      59.722         144
     0     8     8         101      70.139         144
     0     8     9         102      70.833         144
     0     8    10          94      65.278         144
     0     8    11          95      65.972         144
     0     8    12          97      67.361         144
     0     8    13         108      75.000         144
     0     8    14         110      76.389         144
     0     8    15          84      58.333         144
     0     8    16          60      41.667         144
     0     8    17          68      47.222         144
     0     9     0          82      56.944         144
     0     9     1          61      42.361         144
     0     9     2          73      50.694         144
     0     9     3          67      46.528         144
     0     9     4          76      52.778         144
     0     9     5          76      52.778         144
     0     9     6          75      52.083         144
     0     9     7          79      54.861         144
     0     9     8          98      68.056         144
     0     9     9          98      68.056         144
     0     9    10          95      65.972         144
     0     9    11          93      64.583         144
     0     9    12          99      68.750         144
     0     9    13         103      71.528         144
     0     9    14         100      69.444         144
     0     9    15          85      59.028         144
     0     9    16          57      39.583         144
     0     9    17          67      46.528         144
     0    10     0          88      61.111         144
     0    10     1          65      45.139         144
     0    10     2          73      50.694         144
     0    10     3          71      49.306         144
     0    10     4          76      52.778         144
     0    10     5          72      50.000         144
     0    10     6          68      47.222         144
     0    10     7          75      52.083         144
     0    10     8          91      63.194         144
     0    10     9          89      61.806         144
     0    10    10          92      63.889         144
     0    10    11          89      61.806         144
     0    10    12          93      64.583         144
     0    10    13          99      68.750         144
     0    10    14          95      65.972         144
     0    10    15          78      54.167         144
     0    10    16          52      36.111         144
     0    10    17          61      42.361         144
     0    11     0          88      61.111         144
     0    11     1          71      49.306         144
     0    11     2          78      54.167         144
     0    11     3          82      56.944         144
     0    11     4          74      51.389         144
     0    11     5          69      47.917         144
     0    11     6          68      47.222         144
     0    11     7          62      43.056         144
     0    11     8          86      59.722         144
     0    11     9          82      56.944         144
     0    11    10          93      64.583         144
     0    11    11          94      65.278         144
     0    11    12          95      65.972         144
     0    11    13          93      64.583         144
     0    11    14          82      56.944         144
     0    11    15          78      54.167         144
     0    11    16          46      31.944         144
     0    11    17          56      38.889         144
     0    12     0          85      59.028         144
     0    12     1          80      55.556         144
     0    12     2          81      56.250         144
     0    12     3          90      62.500         144
     0    12     4          85      59.028         144
     0    12     5          71      49.306         144
     0    12     6          71      49.306         144
     0    12     7          60      41.667         144
     0    12     8          81      56.250         144
     0    12     9          79      54.861         144
     0    12    10          85      59.028         144
     0    12    11          91      63.194         144
     0    12    12          86      59.722         144
     0    12    13          84      58.333         144
     0    12    14          73      50.694         144
     0    12    15          78      54.167         144
     0    12    16          50      34.722         144
     0    12    17          62      43.056         144
     0    13     0          88      61.111         144
     0    13     1          81      56.250         144
     0    13     2          82      56.944         144
     0    13     3          86      59.722         144
     0    13     4          87      60.417         144
     0    13     5          74      51.389         144
     0    13     6          78      54.167         144
     0    13     7          69      47.917         144
     0    13     8          79      54.861         144
     0    13     9          74      51.389         144
     0    13    10          77      53.472         144
     0    13    11          88      61.111         144
     0    13    12          75      52.083         144
     0    13    13          76      52.778         144
     0    13    14          70      48.611         144
     0    13    15          68      47.222         144
     0    13    16          53      36.806         144
     0    13    17          58      40.278         144
     0    14     0          80      55.556         144
     0    14     1          82      56.944         144
     0    14     2          83      57.639         144
     0    14     3          82      56.944         144
     0    14     4          83      57.639         144
     0    14     5          77      53.472         144
     0    14     6          76      52.778         144
     0    14     7          65      45.139         144
     0    14     8          72      50.000         144
     0    14     9          68      47.222         144
     0    14    10          75      52.083         144
     0    14    11          78      54.167         144
     0    14    12          68      47.222         144
     0    14    13          63      43.750         144
     0    14    14          61      42.361         144
     0    14    15          63      43.750         144
     0    14    16          52      36.111         144
     0    14    17          58      40.278         144
     0    15     0          75      52.083         144
     0    15     1          71      49.306         144
     0    15     2          73      50.694         144
     0    15     3          71      49.306         144
     0    15     4          77      53.472         144
     0    15     5          75      52.083         144
     0    15     6          72      50.000         144
     0    15     7          63      43.750         144
     0    15     8          64      44.444         144
     0    15     9          56      38.889         144
     0    15    10          60      41.667         144
     0    15    11          59      40.972         144
     0    15    12          51      35.417         144
     0    15    13          53      36.806         144
     0    15    14          49      34.028         144
     0    15    15          46      31.944         144
     0    15    16          47      32.639         144
     0    15    17          53      36.806         144
     0    16     0          67      46.528         144
     0    16     1          55      38.194         144
     0    16     2          65      45.139         144
     0    16     3          60      41.667         144
     0    16     4          65      45.139         144
     0    16     5          63      43.750         144
     0    16     6          65      45.139         144
     0    16     7          49      34.028         144
     0    16     8          51      35.417         144
     0    16     9          38      26.389         144
     0    16    10          45      31.250         144
     0    16    11          39      27.083         144
     0    16    12          43      29.861         144
     0    16    13          37      25.694         144
     0    16    14          36      25.000         144
     0    16    15          37      25.694         144
     0    16    16          45      31.250         144
     0    16    17          39      27.083         144
     0    17     0          58      40.278         144
     0    17     1          43      29.861         144
     0    17     2          56      38.889         144
     0    17     3          56      38.889         144
     0    17     4          57      39.583         144
     0    17     5          49      34.028         144
     0    17     6          52      36.111         144
     0    17     7          32      22.222         144
     0    17     8          32      22.222         144
     0    17     9          27      18.750         144
     0    17    10          33      22.917         144
     0    17    11          26      18.056         144
     0    17    12          32      22.222         144
     0    17    13          24      16.667         144
     0    17    14          23      15.972         144
     0    17    15          27      18.750         144
     0    17    16          38      26.389         144
     0    17    17          37      25.694         144
     0    18     0           0       0.000           0
     0    18     1           0       0.000           0
     0    18     2           0       0.000           0
     0    18     3           0       0.000           0
     0    18     4           0       0.000           0
     0    18     5           0       0.000           0
     0    18     6           0       0.000           0
     0    18     7           0       0.000           0
     0    18     8           0       0.000           0
     0    18     9           0       0.000           0
     0    18    10           0       0.000           0
     0    18    11           0       0.000           0
     0    18    12           0       0.000           0
     0    18    13           0       0.000           0
     0    18    14           0       0.000           0
     0    18    15           0       0.000           0
     0    18    16           0       0.000           0
     0    18    17           0       0.000           0
